Session,StartTime,EndTime,TotalScore,Question1Score,Question2Score,Question3Score,Question4Score,Question5Score,Question6Score,Question7Score,Question8Score,Question9Score,Question10Score,Question11Score,Question12Score,Question13Score,Question14Score,Question15Score,Question16Score,Question17Score,Question18Score,Question19Score,Question20Score,Question21Score,Question22Score,Question23Score,Question24Score,Question25Score,Question26Score,Question27Score,Question28Score,Question29Score,Question30Score,Question31Score,Question32Score,Question33Score
1,2024-07-04T20:17:04.2503007-03:00,2024-07-04T20:17:21.5730569-03:00,10,10,-20
